Pesquisa Mensal de Comércio,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
"Tabela 1 - Indicadores do Volume de Vendas do Comércio Varejista e Comércio Varejista Ampliado, segundo as atividades de divulgação",,,,,,,,,,,,
Janeiro 2022 - Variação (%),,,,,,,,,,,,
,,,,,,,,,,,,
Atividades de Divulgação,Mês/Mês anterior (1),,,Mensal (2),,,Acumulado no ano (3),,,Últimos 12 meses (4),,
,NOV,DEZ,JAN,NOV,DEZ,JAN,JAN-NOV,JAN-DEZ,JAN-JAN,Até NOV,Até DEZ,Até JAN
Volume de vendas do comércio varejista (5),0.4,-1.9,0.8,-4.2,-2.9,-1.9,1.9,1.4,-1.9,1.9,1.4,1.3
1. Combustíveis e lubrificantes,-1.4,0,-0.4,-7,-6.2,-6.7,0.9,0.3,-6.7,0.2,0.3,0.4
"2. Hipermercados, supermercados, produtos alimentícios bebidas e fumo",0.8,-0.5,-0.1,-0.6,-0.4,-1,-2.9,-2.6,-1,-2.3,-2.6,-2.8
2.1. Hipermercados e supermercados,0.7,-0.5,0.3,-0.8,-0.6,-1.1,-2.6,-2.4,-1.1,-1.9,-2.4,-2.7
"3. Tecidos, vestuário e calçados",-2,-0.4,-3.9,-4.4,-1,2.6,16.9,13.7,2.6,11.9,13.7,16.1
4. Móveis e eletrodomésticos,-1.8,-0.1,-0.6,-21.3,-17.9,-11.4,-5.7,-7,-11.4,-4.8,-7,-7.5
4.1. Móveis,-,-,-,-18.1,-14.9,-7.7,-0.2,-1.9,-7.7,0.8,-1.9,-2.3
4.2. Eletrodomésticos,-,-,-,-22.7,-19.9,-13.2,-7.9,-9.2,-13.2,-7,-9.2,-9.7
"5. Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos",2.9,3.2,3.8,2.5,7.7,10.1,10,9.8,10.1,10.4,9.8,9.6
"6. Livros, jornais, revistas e papelaria",0.3,2.1,-2,-14.1,-5.9,23,-18.1,-16.8,23,-21.2,-16.8,-4
"7. Equipamentos e materiais para escritório, informática e comunicação",-0.1,-1.8,0.3,-5.6,-6.4,-7.1,-1.5,-2,-7.1,-2.7,-2,-1.4
8. Outros artigos de uso pessoal e doméstico,1.2,-9.9,9.4,-2.6,-5.8,-6,15.4,12.7,-6,13.7,12.7,11.3
Volume de vendas do comércio varejista ampliado (6),0.6,0.3,-0.3,-2.9,-2.7,-1.5,5.3,4.5,-1.5,5.1,4.5,4.6
"9. Veículos, motocicletas, partes e peças",0.7,1.1,-1.9,1.8,0.4,2.8,16.6,14.9,2.8,15.2,14.9,17
10. Material de construção,0.4,-1.4,-0.3,-4.1,-8.2,-7.8,5.6,4.4,-7.8,6.6,4.4,2.9
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Indústria  ",,,,,,,,,,,,
(1) Base: mês imediatamente anterior - série com ajuste sazonal,,,,,,,,,,,,
(2) Base: igual mês do ano anterior,,,,,,,,,,,,
(3) Base: igual período do ano anterior,,,,,,,,,,,,
(4) Base: últimos 12 meses anteriores,,,,,,,,,,,,
(5) O indicador do comércio varejista é composto pelos resultados das atividades numeradas de 1 a 8. ,,,,,,,,,,,,
(6) O indicador do comércio varejista ampliado é composto pelos resultados das atividades numeradas de 1 a 10,,,,,,,,,,,,
