Pesquisa Mensal de Comércio,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
"Tabela 6 - Indicadores de Receita Nominal de Vendas do Comércio Varejista e Comércio Varejista Ampliado, segundo as atividades de divulgação",,,,,,,,,,,,
Fevereiro 2022 - Variação (%),,,,,,,,,,,,
,,,,,,,,,,,,
Atividades de Divulgação,Mês/Mês anterior (1),,,Mensal (2),,,Acumulado no ano (3),,,Últimos 12 meses (4),,
,DEZ,JAN,FEV,DEZ,JAN,FEV,JAN-DEZ,JAN-JAN,JAN-FEV,Até DEZ,Até JAN,Até FEV
Receita de vendas do comércio varejista (5),0.3,2.3,2.3,8.9,11,14.3,13.9,11,12.6,13.9,14,14.7
1. Combustíveis e lubrificantes,-0.7,0.1,3.2,39.5,34,33.9,35.5,34,34,35.5,39.5,43
"2. Hipermercados, supermercados, produtos alimentícios bebidas e fumo",-0.7,1.1,2.6,7.5,7.5,12.1,9.7,7.5,9.7,9.7,8.9,9.1
2.1. Hipermercados e supermercados,-1,1.4,2.5,7.3,7.4,11.5,9.8,7.4,9.4,9.8,9,9
"3. Tecidos, vestuário e calçados",-0.7,-1.4,3,8.9,13.8,20.6,19.6,13.8,17.1,19.6,23,26.4
4. Móveis e eletrodomésticos,-0.3,0.4,3.7,-8.4,-0.1,-0.3,3.4,-0.1,-0.2,3.4,3.1,2.4
4.1. Móveis,-,-,-,-4.5,4.1,7.3,7,4.1,5.6,7,7.4,7.6
4.2. Eletrodomésticos,-,-,-,-10.4,-1.7,-3.4,2.2,-1.7,-2.5,2.2,1.6,0.4
"5. Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos",3.8,9.3,-4.1,13.7,21,16.4,13.1,21,18.8,13.1,13.9,14.5
"6. Livros, jornais, revistas e papelaria",-14.2,-41,126.2,-1.5,29.2,24.3,-14.9,29.2,26.8,-14.9,-1.4,8.2
"7. Equipamentos e materiais para escritório, informática e comunicação",-1.1,-2.4,0.3,-5.3,-5.8,-3.9,4.3,-5.8,-4.8,4.3,4.1,3.6
8. Outros artigos de uso pessoal e doméstico,-9.1,10.2,2.3,4.3,5.1,12.8,21.5,5.1,8.5,21.5,20.6,20.9
Receita de vendas do comércio varejista ampliado (6),0.2,2.1,2.9,10.4,12,14.5,18,12,13.2,18,18.4,18.8
"9. Veículos, motocicletas, partes e peças",1.7,-4.8,6.3,17.7,18.5,19.8,29.5,18.5,19.2,29.5,32.2,33.4
10. Material de construção,-0.1,0.2,1.6,8.9,7.7,6.4,27.7,7.7,7,27.7,25.8,23.2
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Estatísticas Conjunturais em Empresas  ",,,,,,,,,,,,
(1) Base: mês imediatamente anterior -série com ajuste sazonal,,,,,,,,,,,,
(2) Base: igual mês do ano anterior,,,,,,,,,,,,
(3) Base: igual período do ano anterior,,,,,,,,,,,,
(4) Base: últimos 12 meses anteriores,,,,,,,,,,,,
(5) O indicador do comércio varejista é composto pelos resultados das atividades numeradas de 1 a 8. ,,,,,,,,,,,,
(6) O indicador do comércio varejista ampliado é composto pelos resultados das atividades numeradas de 1 a 10,,,,,,,,,,,,
